sentence	label
You been reading Q again right That s what Q says I believe it too but still Sessions is virtually invisible RR is there to stay He is NOT going anywhere even when the FISA docs released to public Won t be COVERED AT ALL by the Shitstream media Nobody will ever know	1
You are very welcome Gordon and Shirley xxx	0
Abortion has always been available to those with the money to take care of the problem A matter of conscience only seems to matter when convenient for Party A conscience clearly absent when it comes to gun control	0
She is referring to Briefs underwear or as the white folks say tighty whities	0
She hardly tweets unless its to give a shoutout to getup or antifa it seems	0
Actually this should be given to the powers that be before this nut bar takes a gun and does what she is saying she will	0
Whats the difference between Antifa and the brown shirts Nothing	0
I m a Boise State fan so I can tell you two things about Kellen Moore He is a winner and he Is cerebral Knows he doesn t have a cannon for an arm so he fits his game into his ability What s wrong with that Not everyone can be Aaron Rodgers	0
REMEMBER THE LIBERALS FOUGHT FOR OUR FREEDOM THE CONSERVATIVES SIDED WITH THE BRITISH	0
Evidently she s as big a narcissist as he is	1
Colin refused the offer he was offered and the is grossly overpaid	0
She is like one of those bag ladies you see on the street or a bus mumbling cursing out loud talking to herself or anyone that will listen Please GO AWAY	0
I will not be playing your game on android EVER as 1 I m downloading an all from an unknown source and 2 I think all Epic Games should be banned from the android system as you are stripping the revenue that pays for the dev and it s unfair on other devs like me	0
Desperation Abuse of my power cause he is losing his mind	1
also shitbiscuit stole most of the Tempe girls u can t blame that on me	1
Bull she is probably in debt and Soros is paying her you re never afraid if this happened give us a break	0
still lies just like Obama He talks right then votes Left He did NOT vote for the TaxReform bill Data shows 80 WV taxpayers use the Std Deduct child tax credits this bill doubled their deductions WITHOUT Joe s help Vote him OUT on Nov 6th	0
Ouch She is horrible	1
If Jamie Oliver fucks with my 3 meal deals at Tesco Ill kill the cunt	1
GUN CONTROL WILL NOT STOP GUN VIOLENCE	1
You ready for crazy ass racing tomorrow	1
Dude you are so right one just triggers the other	0
I wouldn t be so confident in her exclusion if i were you if she isn t in oh well but if she is you may have a lot of told ya so s by different people	0
its so cool that the blind idiot god concept is already a real thing from a religion thousands of years old but peopl ehave to make it a fucking cthulhu reference for retard cred	1
Those liberals are kinky people	1
Chris Christie Kavanaugh Allegations Extraordinarily Unfair	0
But Liberals do	0
Most Texans don t take advice from liberals	0
Wrong 60 didn t vote PC so that doesn t mean the 60 who didn t should shut up Likewise a 1 3 voted NDP so not a majority by any means but a sizeable minority Actually Liberals and Greens have similar position too and vote wise those three are majority	0
Crazy Dick Durbin using the confirmation hearings to try and push gun control He is using this hearing to make speeches and push an agenda The whole thing has been a circus of Democrats pushing an agenda while vowing to vote no on confirmation	1
AARON RODGERS WILL NEVER WIN A RING THE REST OF HIS SAD ASS CAREER I HOPE YOU HIS REGULAR SEASON HEROICS CAUSE THATS ALL HE IS GOOD FOR HAVE A NICE DAY	1
She is dillusional	1
She isnt believed because of the lack of evidence she is presenting 3 decades after the fact Her being a woman has nothing to do with it	0
Another Snow Flake melting down	0
Get ya booty to texas	0
I m sure they are Pro Life Conservatives Keep up the great work Chelsea we need you	0
Trump publicly lusted for his daughter and GOP still elected him Let s stop pretending that morality or decency means jack shit to conservatives	1
I hope you would give your expert advice on the economic matters to the Govt of Pakistan even if you are not a member of the economic council Position posts don t matter One can serve the country without any position or post if one really wishes to do something for the country	0
need to come out say if were headed for a no deal in October then must call a General Election Thats the only peoples vote we need If people want a no deal they can vote for the I dont think people do So vote	0
Dont judge us Mainers by this clearly insane proclamation Hes off his pins	0
hey tina goodmorning lol	0
Dint pay any attention to her she s yet to say anything of interest meme jerk	1
A national treasure she is	0
Wow Delusional Antifa here Determining that someone has or has not been involved in many protests Already judging and deciding for others Typical facist hiding behind the term antifa Much like Jim Jones Scary	0
we re buying a couple puzzle toys and looking at classes for him rn but i think he is becoming a teenage monster	1
you are a lying corrupt traitor Nobody wants to hear anymore of your lies	1
Awww CUPCAKES SUCK IT UP SHE LOST GET OVER IT	1
